chr,start,end,n,meanDiff,group1.mean,group2.mean,tstat.sd,direction,fwer
chr16,75551481,75551556,3,0.184568104,0.282600232,0.098032128,0.061452553,hyper,0
chr11,3238390,3238438,5,0.184337393,0.313696052,0.129358659,0.065157794,hyper,0
chr7,69471280,69471472,5,0.183993686,0.46362269,0.279629004,0.058258162,hyper,0
chr14,103674333,103674599,10,0.183935054,0.568374887,0.384439833,0.072346775,hyper,0
chr7,101397612,101397974,6,0.183895281,0.32523666,0.14134138,0.055497429,hyper,0
chr14,103606636,103607040,5,0.183675698,0.465490022,0.281814324,0.061628193,hyper,0
chr2,220417937,220418017,5,0.183257111,0.472874815,0.289617704,0.056319525,hyper,0
chr7,39454468,39454691,4,0.182972144,0.500742285,0.317770141,0.0682833,hyper,0
chr5,5139442,5139643,5,0.182665506,0.601877754,0.419212249,0.061701639,hyper,0
chr5,180018991,180019061,6,0.182553658,0.70486485,0.522311192,0.061011792,hyper,0
chr5,133802600,133802704,4,0.182537811,0.302496571,0.11995876,0.063211721,hyper,0
chr10,134036445,134036871,9,0.182474567,0.444364099,0.261889532,0.067154598,hyper,0
chr2,113358554,113358772,10,0.182404517,0.64322329,0.460818773,0.060852011,hyper,0
chr12,46004822,46005272,17,0.182318388,0.556803535,0.374485147,0.062895786,hyper,0
chr7,63560630,63560643,3,0.18214894,0.608568685,0.426419745,0.071585778,hyper,0
chr17,767567,767795,8,0.182130767,0.437956941,0.255826174,0.066778096,hyper,0
chr2,101618192,101618283,5,0.182102007,0.550994679,0.368892672,0.054630698,hyper,0
chr10,6317117,6317544,12,0.181667432,0.668040964,0.486373532,0.053323698,hyper,0
chr16,31548475,31548688,5,0.181419667,0.551274593,0.369854926,0.063216435,hyper,0
chr17,42635888,42636312,27,0.181344851,0.467695391,0.28635054,0.055241988,hyper,0
chr17,4486934,4487125,5,0.180863013,0.379133102,0.198270089,0.074901905,hyper,0
chr16,27185580,27185725,7,0.180861746,0.478152081,0.297290335,0.059797604,hyper,0
chr4,617689,617787,5,0.180738143,0.521604945,0.340866802,0.06619472,hyper,0
chr22,50587574,50587894,11,0.180715474,0.382619519,0.201904046,0.064723172,hyper,0
chr1,23963967,23964314,16,0.180709433,0.420357943,0.23964851,0.062177683,hyper,0
chr19,45720551,45720631,5,0.18048841,0.553314966,0.372826557,0.063652309,hyper,0
chr10,124133286,124133663,13,0.180389345,0.314298467,0.133909122,0.0655092,hyper,0
chr1,156890531,156890880,13,0.180382565,0.253145907,0.072763342,0.065392963,hyper,0
chr22,38396183,38396475,5,0.180239693,0.540136485,0.359896792,0.061312219,hyper,0
chr7,142902622,142903211,14,0.179981755,0.397708423,0.217726669,0.058354915,hyper,0
chr6,35490925,35491354,11,0.17985048,0.313424635,0.133574155,0.069002214,hyper,0
chr18,48633530,48633767,5,0.179583756,0.672969855,0.493386099,0.059165989,hyper,0
chr8,145925894,145926379,15,0.179061596,0.384016821,0.204955225,0.0700318,hyper,0
chr2,152803285,152804655,21,0.17905238,0.486963897,0.307911517,0.054657966,hyper,0
chr11,71912211,71912227,3,0.179000023,0.944091744,0.765091721,0.054230924,hyper,0
chr10,118975861,118976279,19,0.178780387,0.295030584,0.116250197,0.093032557,hyper,0
chr1,78511014,78511210,5,0.178761047,0.605994406,0.427233359,0.069547956,hyper,0
chr9,708946,709157,3,0.178629066,0.503117978,0.324488912,0.062304971,hyper,0
chr16,79127210,79127570,6,0.178526417,0.368655586,0.190129169,0.059901244,hyper,0
chr16,87715970,87716023,3,0.178419863,0.598072072,0.419652209,0.05853018,hyper,0
chr18,61669768,61670031,13,0.178414794,0.670011486,0.491596691,0.066900698,hyper,0
chr11,70649951,70650640,16,0.178230907,0.451924406,0.273693499,0.062221091,hyper,0
chr12,108732823,108733021,5,0.178165873,0.500201286,0.322035413,0.052967401,hyper,0
chr14,71633872,71633950,3,0.178111175,0.678028291,0.499917116,0.06432765,hyper,0
chr12,113013207,113013571,4,0.178080668,0.459181314,0.281100646,0.06241595,hyper,0
chr17,78086764,78087045,5,0.178045063,0.340438006,0.162392943,0.060424279,hyper,0
chr4,172735068,172735328,9,0.177861719,0.296615472,0.118753754,0.070340111,hyper,0
chr7,6312576,6312721,6,0.177785695,0.57058246,0.392796765,0.057464201,hyper,0
chr19,8808509,8808829,8,0.177754334,0.59428209,0.416527756,0.067860914,hyper,0
chr19,30941108,30941326,7,0.177741429,0.440189265,0.262447837,0.074156125,hyper,0
chr13,92051590,92052600,33,0.177669732,0.339490397,0.161820665,0.07613383,hyper,0
chr2,201172735,201173016,5,0.177635435,0.411934512,0.234299077,0.054856656,hyper,0
chr4,4386726,4386745,3,0.177541257,0.586074401,0.408533144,0.055024178,hyper,0
chr9,81871584,81872637,25,0.177261525,0.465693085,0.28843156,0.070092877,hyper,0
chr11,8831965,8832630,16,0.177251274,0.352685551,0.175434277,0.063791453,hyper,0
chr6,44354411,44354646,3,0.177107198,0.657549708,0.48044251,0.057519006,hyper,0
chr8,1321305,1321595,4,0.176979036,0.551930446,0.37495141,0.089575118,hyper,0
chr7,75933521,75933698,3,0.1767626,0.686413502,0.509650901,0.056546657,hyper,0
chr15,85145056,85145158,5,0.176697927,0.455508163,0.278810236,0.055030094,hyper,0
chr12,48335842,48336119,4,0.176688098,0.620958472,0.444270373,0.056786518,hyper,0
chr17,77689978,77690011,3,0.176607773,0.447351498,0.270743725,0.059705849,hyper,0
chr2,60331641,60332482,11,0.176600809,0.421777859,0.24517705,0.055739178,hyper,0
chr8,105379284,105379515,11,0.176594793,0.713965294,0.537370501,0.062598104,hyper,0
chr1,29138162,29138339,7,0.17651692,0.697382904,0.520865984,0.075351769,hyper,0
chr8,973668,973831,5,0.176437657,0.533899525,0.357461868,0.059070683,hyper,0
chr9,34809475,34809735,6,0.17633723,0.338963561,0.16262633,0.065979729,hyper,0
chr14,92413176,92413471,9,0.175652626,0.611665652,0.436013026,0.060820652,hyper,0
chr12,22485922,22486707,19,0.175491297,0.40849173,0.233000433,0.062927097,hyper,0
chr17,66755223,66756220,17,0.175487197,0.596672023,0.421184826,0.054328637,hyper,0
chr11,133904459,133904631,3,0.175472024,0.465610899,0.290138875,0.084762052,hyper,0
chr1,152081300,152081637,17,0.175385178,0.355670155,0.180284977,0.071478873,hyper,0
chr12,9393004,9393068,9,0.174892714,0.478810172,0.303917459,0.064847326,hyper,0
chr15,83315991,83316189,14,0.174547078,0.311258973,0.136711894,0.070449686,hyper,0
chr19,45430872,45430983,4,0.174432566,0.543386962,0.368954396,0.064035053,hyper,0
chr13,100100619,100101104,6,0.174286621,0.844964445,0.670677824,0.053895288,hyper,0
chr6,146755433,146755900,25,0.17426185,0.251045784,0.076783933,0.099713132,hyper,0
chr11,73017955,73018091,5,0.174253679,0.649947075,0.475693396,0.060879135,hyper,0
chr13,28675095,28675383,12,0.174233757,0.390665426,0.21643167,0.063122512,hyper,0
chr1,227635282,227635656,17,0.174020406,0.718297506,0.544277101,0.064539808,hyper,0
chr1,168356106,168356806,25,0.173827318,0.567504994,0.393677676,0.070955973,hyper,0
chr6,4281733,4282691,33,0.173679884,0.318073807,0.144393923,0.086809426,hyper,0
chr19,21183338,21183433,3,0.173672896,0.331756453,0.158083557,0.068525061,hyper,0
chr14,63513257,63513706,12,0.17339718,0.268615333,0.095218153,0.065592161,hyper,0
chr13,29126200,29126280,3,0.173266433,0.731110595,0.557844162,0.052353927,hyper,0
chr16,56352137,56352511,11,0.173169447,0.42133552,0.248166073,0.081847945,hyper,0
chr15,73975958,73976297,11,0.173039809,0.368894166,0.195854357,0.064836477,hyper,0
chr15,52553932,52554357,5,0.173001108,0.423555528,0.25055442,0.053627356,hyper,0
chr3,188016899,188017077,5,0.172794425,0.671873393,0.499078968,0.070238278,hyper,0
chr6,131520697,131521554,13,0.172775702,0.435302263,0.262526561,0.05258375,hyper,0
chr17,25782714,25782918,7,0.172612937,0.400954996,0.22834206,0.056751908,hyper,0
chr5,179740824,179740887,7,0.17249591,0.779308225,0.606812314,0.071628927,hyper,0
chr18,42588883,42589462,14,0.172488167,0.576845767,0.4043576,0.053905168,hyper,0
chr3,190580288,190580750,20,0.172487213,0.270566752,0.098079538,0.094331865,hyper,0
chr8,117950412,117951006,19,0.172406876,0.242413725,0.070006848,0.090642084,hyper,0
chr17,77966097,77966295,8,0.172119414,0.428427521,0.256308108,0.058216241,hyper,0
chr16,67427105,67427391,4,0.17209546,0.400048522,0.227953062,0.064754521,hyper,0
chr2,71692980,71693737,19,0.172061897,0.268655663,0.096593766,0.064956004,hyper,0
chr16,87212681,87212883,8,0.172003728,0.487040671,0.315036944,0.06764321,hyper,0
chr1,40149381,40149746,17,0.171746827,0.358300208,0.186553382,0.065792566,hyper,0
chr11,120857167,120857765,7,0.171569183,0.487223822,0.315654639,0.066128021,hyper,0
chr2,206548145,206548335,6,0.171329187,0.483468124,0.312138937,0.056149313,hyper,0
chr4,1569675,1569770,3,0.171129875,0.475618538,0.304488662,0.071762233,hyper,0
chr8,26467166,26467195,5,0.171119382,0.41596593,0.244846548,0.072158688,hyper,0
chr2,65832548,65832728,4,0.171079694,0.48432647,0.313246776,0.05503708,hyper,0
chr12,111618925,111619277,15,0.170870835,0.329287353,0.158416518,0.083440562,hyper,0
chr19,54327421,54327780,7,0.170837262,0.360600305,0.189763043,0.060645209,hyper,0
chr10,4868386,4868458,9,0.170714196,0.259119237,0.088405042,0.099496925,hyper,0
chr13,29125245,29125473,5,0.170448336,0.684171389,0.513723054,0.052353927,hyper,0
chr16,55543629,55544618,7,0.170360561,0.196543874,0.026183313,0.070533321,hyper,0
chr20,48185488,48185551,4,0.170308412,0.58519929,0.414890878,0.066726738,hyper,0
chr16,58061286,58061365,4,0.169961957,0.338504094,0.168542137,0.064936003,hyper,0
chr10,135278717,135279010,3,0.169956427,0.618455494,0.448499067,0.058415061,hyper,0
chr8,144843074,144843152,8,0.169936133,0.216521697,0.046585564,0.07030486,hyper,0
chr4,169754521,169754706,6,0.169861435,0.517176369,0.347314934,0.082091401,hyper,0
chr1,95297024,95297779,12,0.169725809,0.490572705,0.320846896,0.056282711,hyper,0
chr2,152494648,152495247,5,0.169600664,0.371620972,0.202020308,0.054426194,hyper,0
chr12,113859919,113860443,10,0.169588506,0.615967965,0.44637946,0.060295935,hyper,0
chr11,45169346,45169439,4,0.169151508,0.369140266,0.199988758,0.05915317,hyper,0
chr11,130083194,130083222,4,0.169093772,0.306631631,0.13753786,0.058378326,hyper,0
chr16,85878539,85878667,5,0.168989273,0.512363346,0.343374073,0.080919965,hyper,0
chr13,51288053,51288399,7,0.168905598,0.390368736,0.221463139,0.061951049,hyper,0
chr11,59182931,59183051,3,0.168870049,0.600786025,0.431915976,0.05825532,hyper,0
chr13,20781125,20781440,6,0.168802327,0.586854624,0.418052298,0.061492447,hyper,0
chr3,161089291,161089461,6,0.168698611,0.204216844,0.035518233,0.05999462,hyper,0
chr2,182547879,182547973,14,0.168685028,0.231494858,0.06280983,0.052060355,hyper,0
chr7,107644091,107644793,24,0.16862604,0.274457691,0.105831651,0.06067139,hyper,0
chr17,29923601,29923983,11,0.168421214,0.582940825,0.414519612,0.059491825,hyper,0
chr12,49284769,49284788,3,0.168317613,0.354909682,0.18659207,0.082262159,hyper,0
chr2,182521717,182521918,6,0.168274075,0.191728615,0.023454541,0.074588429,hyper,0
chr15,45427096,45427463,11,0.168208497,0.327684274,0.159475777,0.062321219,hyper,0
chr11,70601581,70602116,26,0.168105295,0.316297452,0.148192157,0.072338987,hyper,0
chr12,49691703,49691809,4,0.168043023,0.397701009,0.229657986,0.06684106,hyper,0
chr2,54952415,54952740,10,0.167984584,0.35065024,0.182665656,0.054140034,hyper,0
chr6,13217279,13217901,6,0.167983768,0.524783041,0.356799273,0.052756787,hyper,0
chr7,56515901,56516084,11,0.167937125,0.583258615,0.41532149,0.082847481,hyper,0
chr5,140263776,140263994,11,0.167870262,0.616020886,0.448150624,0.061775422,hyper,0
chr19,38775014,38775613,11,0.167827023,0.422976711,0.255149688,0.060320727,hyper,0
chr4,6311043,6311206,8,0.167724466,0.301983623,0.134259157,0.082152524,hyper,0
chr5,149460953,149461691,14,0.167667702,0.358481212,0.19081351,0.059579013,hyper,0
chr6,29760050,29760688,17,0.167644233,0.190412067,0.022767834,0.089922267,hyper,0
chr20,16432326,16432377,3,0.167335997,0.736063794,0.568727797,0.054804517,hyper,0
chr1,228193237,228193529,6,0.167303147,0.233523793,0.066220646,0.066745774,hyper,0
chr1,33366371,33366699,9,0.167302003,0.262990347,0.095688344,0.060776324,hyper,0
chr9,94496956,94497167,7,0.167286323,0.474769042,0.307482718,0.07097601,hyper,0
chr17,64388669,64388792,4,0.167144934,0.529547443,0.362402509,0.063815043,hyper,0
chr2,122457199,122457626,9,0.16690713,0.401321772,0.234414642,0.05912865,hyper,0
chr11,3647921,3648185,11,0.166842997,0.442875778,0.276032782,0.058331443,hyper,0
chr4,56024126,56024434,11,0.166735656,0.507775144,0.341039488,0.077532115,hyper,0
chr1,205498122,205498589,11,0.166620799,0.39386865,0.227247852,0.059174492,hyper,0
chr1,6187585,6187608,3,0.166530241,0.592224192,0.425693951,0.057397015,hyper,0
chr10,72147173,72147443,5,0.166411864,0.458897691,0.292485827,0.056329119,hyper,0
chr6,164506861,164507569,13,0.16640341,0.514685494,0.348282084,0.062573419,hyper,0
chr13,114987942,114988665,14,0.166329673,0.495600348,0.329270675,0.055267099,hyper,0
chr2,42330486,42330535,3,0.16620632,0.79504815,0.62884183,0.054238226,hyper,0
chr1,187041667,187041739,7,0.166140469,0.764660748,0.598520279,0.061289444,hyper,0
chr8,6125984,6126242,4,0.166079943,0.626549683,0.46046974,0.063416051,hyper,0
chr8,105379907,105379960,5,0.165924142,0.638949724,0.473025582,0.063369865,hyper,0
chr2,43903158,43903660,24,0.165896221,0.404622745,0.238726524,0.082694752,hyper,0
chr6,22147155,22147652,18,0.165791877,0.564607382,0.398815504,0.062967629,hyper,0
chr6,10495186,10495493,12,0.165784464,0.402277418,0.236492954,0.057816825,hyper,0
chr7,93550628,93550781,6,0.165633034,0.503248571,0.337615537,0.058941421,hyper,0
chr22,33915804,33915958,3,0.165612668,0.507308177,0.341695509,0.067856534,hyper,0
chr19,18366348,18366564,4,0.165572343,0.452554719,0.286982376,0.060335169,hyper,0
chr18,10726594,10726742,7,0.165517784,0.382274661,0.216756877,0.075007792,hyper,0
chr18,48636880,48636893,3,0.165177202,0.429101881,0.26392468,0.061069688,hyper,0
chr10,1462962,1463092,6,0.165168384,0.319643055,0.154474671,0.072861174,hyper,0
chr19,54373826,54373986,4,0.164970445,0.223618377,0.058647932,0.058206193,hyper,0
chr16,46878417,46878461,5,0.164934955,0.359641809,0.194706854,0.059051998,hyper,0
chr17,13017673,13018354,18,0.16479355,0.488191234,0.323397684,0.079151225,hyper,0
chr19,56061010,56061499,21,0.164785952,0.330277685,0.165491733,0.071427159,hyper,0
chr5,51130,51782,19,0.16476351,0.755635692,0.590872182,0.077173311,hyper,0
chr5,170848348,170848488,3,0.164619345,0.615795758,0.451176412,0.059559808,hyper,0
chr17,19436406,19436609,8,0.164603925,0.636120943,0.471517018,0.061440506,hyper,0
chr3,53880827,53881010,11,0.164504478,0.537426728,0.37292225,0.057355504,hyper,0
chr16,67449754,67449861,3,0.164496391,0.320694849,0.156198458,0.067860829,hyper,0
chr5,170735368,170735539,20,0.164416232,0.287261064,0.122844832,0.061565052,hyper,0
chr11,133920679,133920822,4,0.164410047,0.340607515,0.176197468,0.07889175,hyper,0
chr11,115630766,115630794,6,0.164380398,0.193318247,0.028937849,0.069854333,hyper,0
chr14,100148971,100149074,3,0.164182011,0.45389603,0.289714019,0.058872328,hyper,0
chr8,37683917,37684298,7,0.164071162,0.339595414,0.175524252,0.059326372,hyper,0
chr1,3341464,3341494,5,0.163882892,0.332137689,0.168254797,0.067747748,hyper,0
chr14,75422558,75422742,3,0.163854856,0.4963374,0.332482544,0.063485987,hyper,0
chr1,42384260,42384437,8,0.163788239,0.446178108,0.28238987,0.075127585,hyper,0
chr19,38346382,38346669,13,0.163690708,0.630785133,0.467094424,0.063352845,hyper,0
chr6,150244918,150245071,8,0.16364692,0.542129635,0.378482715,0.074225621,hyper,0
chr1,23544493,23544954,6,0.163477964,0.399937144,0.23645918,0.05961386,hyper,0
chr3,96336748,96337335,12,0.16334162,0.533012336,0.369670716,0.068029791,hyper,0
chr2,133403188,133403841,11,0.163200435,0.560032607,0.396832172,0.091232352,hyper,0
chr11,119456033,119456314,13,0.163142365,0.428358908,0.265216543,0.081220824,hyper,0
chr1,23763081,23763412,5,0.163116685,0.64035783,0.477241145,0.058623251,hyper,0
chr10,43697753,43697819,7,0.16310051,0.179590058,0.016489548,0.070740606,hyper,0
chr16,71391402,71391991,14,0.16280697,0.418483852,0.255676882,0.067670008,hyper,0
chr2,152493581,152494130,8,0.162643217,0.400702769,0.238059552,0.054426194,hyper,0
chr5,150035759,150036012,15,0.162428314,0.2276347,0.065206385,0.073387871,hyper,0
chr17,19913863,19913950,3,0.162314541,0.602832496,0.440517955,0.055950676,hyper,0
chr1,7295928,7296626,21,0.16230725,0.386579578,0.224272328,0.066626582,hyper,0
chr3,169377024,169377389,7,0.162046686,0.322999242,0.160952556,0.055987054,hyper,0
chr6,113009722,113009968,11,0.161931989,0.570525466,0.408593477,0.057856863,hyper,0
chr6,43044975,43044994,3,0.161789172,0.194920128,0.033130956,0.071943492,hyper,0
chr2,110372873,110373216,15,0.161682236,0.3859626,0.224280364,0.064329886,hyper,0
chr2,28847633,28848538,16,0.161494411,0.65267578,0.491181369,0.056866197,hyper,0
chr6,127438890,127439370,11,0.161474201,0.366446623,0.204972422,0.071333433,hyper,0
chr19,16113052,16113410,4,0.16121215,0.639323063,0.478110913,0.058391357,hyper,0
chr7,29845675,29845895,7,0.16108662,0.457065376,0.295978756,0.058758117,hyper,0
chr6,147178160,147179507,35,0.160826487,0.463031656,0.302205168,0.06729163,hyper,0
chr19,4139849,4140305,12,0.160803217,0.371549189,0.210745972,0.057772377,hyper,0
chr11,110584138,110584478,11,0.160601313,0.31405622,0.153454906,0.060781816,hyper,0
chr6,84221439,84222615,31,0.16051995,0.289923138,0.129403188,0.069771206,hyper,0
chr10,116164725,116165123,12,0.160345482,0.619369235,0.459023753,0.055711567,hyper,0
chr17,56356957,56357353,13,0.160322729,0.550746565,0.390423836,0.071504789,hyper,0
chr6,112688564,112688860,7,0.160282106,0.653253641,0.492971535,0.06258199,hyper,0
chr19,57276357,57277288,41,0.160232509,0.347478807,0.187246299,0.060568476,hyper,0
chr1,236080880,236081295,6,0.160219744,0.532798732,0.372578988,0.057943388,hyper,0
chr17,26172909,26173501,13,0.159559801,0.512729181,0.353169381,0.063979206,hyper,0
chr5,179779045,179779089,3,0.159557017,0.520516493,0.360959476,0.058326468,hyper,0
chr11,104915072,104915441,4,0.159508579,0.60548146,0.445972881,0.054507117,hyper,0
chr3,58570521,58570736,9,0.159194325,0.399854369,0.240660044,0.073428752,hyper,0
chr1,77747112,77747256,3,0.159107962,0.604934086,0.445826124,0.059089873,hyper,0
chr2,95663788,95664361,29,0.159029647,0.371981476,0.21295183,0.084367619,hyper,0
chr6,152012049,152012887,9,0.158964431,0.391686024,0.232721593,0.057069161,hyper,0
chr10,22727299,22727790,5,0.158893576,0.51589979,0.357006214,0.056223762,hyper,0
chr1,226384676,226384962,11,0.158879721,0.427620343,0.268740622,0.056130297,hyper,0
chr7,112725778,112725931,8,0.158819366,0.441125838,0.282306472,0.071011663,hyper,0
chr2,113357773,113357849,6,0.158679331,0.381495495,0.222816164,0.059284121,hyper,0
chr3,71634559,71634984,8,0.158533772,0.333054605,0.174520833,0.057900245,hyper,0
chr1,35247336,35247344,3,0.158303601,0.220468061,0.06216446,0.075984861,hyper,0
